Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Barra da Tijuca;3;2;1;118;3500.0;1300.0;412.0
Ipanema;2;1;2;70;6000.0;4190.0;432.0
Engenho de Dentro;3;1;1;182;1800.0;1407.0;180.0
São Conrado;4;3;2;457;9500.0;10500.0;2340.0
Barra da Tijuca;4;3;4;200;9000.0;2300.0;450.0
Penha Circular;2;0;0;71;1100.0;321.0;0.0
Barra da Tijuca;2;2;1;105;5000.0;2100.0;730.0
São Conrado;5;3;5;500;19000.0;15000.0;4190.0
Ipanema;4;2;1;180;8000.0;1800.0;585.0
Barra da Tijuca;1;1;1;75;1800.0;1200.0;200.0
Barra da Tijuca;4;4;4;380;11000.0;1440.0;12000.0
Copacabana;4;1;2;389;12400.0;3825.0;0.0
Recreio dos Bandeirantes;3;3;1;105;2500.0;937.0;231.0
Botafogo;2;1;0;85;4000.0;900.0;0.0
Barra da Tijuca;2;1;1;100;3100.0;1750.0;0.0
Copacabana;1;0;0;56;1400.0;505.0;56.0
Barra da Tijuca;3;2;3;180;8000.0;2570.0;470.0
Higienópolis;2;0;0;65;1100.0;90.0;0.0
Glória;1;0;1;60;1900.0;600.0;0.0
Copacabana;1;0;0;32;2000.0;390.0;25.0
Flamengo;1;0;0;31;1000.0;394.0;24.0
Tijuca;2;1;1;98;2800.0;900.0;110.0
Flamengo;2;1;1;100;6500.0;850.0;270.0
Leblon;3;1;1;150;12000.0;1950.0;3621.0
Barra da Tijuca;5;4;3;890;17000.0;2550.0;2500.0
Pechincha;2;1;0;65;1400.0;620.0;49.0
Barra da Tijuca;2;1;1;67;1250.0;833.0;155.0
Leblon;3;3;2;240;20000.0;3800.0;800.0
Copacabana;2;0;0;82;3300.0;750.0;0.0
Barra da Tijuca;1;1;1;50;1200.0;645.0;55.0
Copacabana;3;0;1;110;2800.0;500.0;113.0
Leblon;3;1;1;150;5000.0;1000.0;400.0
Recreio dos Bandeirantes;3;4;1;250;3800.0;1320.0;406.0
Copacabana;1;0;0;68;2200.0;643.0;149.0
Copacabana;3;1;2;110;3800.0;1100.0;110.0
Copacabana;2;1;2;160;6500.0;6500.0;500.0
Barra da Tijuca;2;3;2;240;9000.0;1000.0;0.0
Recreio dos Bandeirantes;3;2;2;135;3000.0;2700.0;3827.0
Recreio dos Bandeirantes;3;3;3;239;3300.0;875.0;450.0
Copacabana;1;2;1;156;3900.0;1650.0;320.0
Leblon;2;0;0;70;3800.0;850.0;177.0
Leme;3;1;1;170;7800.0;1300.0;570.0
Leblon;3;2;1;144;7000.0;2560.0;542.0
Recreio dos Bandeirantes;2;2;1;83;2700.0;1192.0;157.0
Leblon;2;1;0;70;4200.0;1100.0;200.0
Engenho Novo;2;1;0;60;1100.0;416.0;16.0
Freguesia (Jacarepaguá);2;1;1;76;2000.0;700.0;122.0
Ipanema;2;1;1;77;3900.0;1168.0;158.0
Moneró;1;0;0;55;1000.0;350.0;18.0
Lagoa;2;1;1;93;4500.0;880.0;0.0
Leblon;4;2;2;200;7500.0;1800.0;733.0
Lapa;2;0;0;50;1900.0;346.0;24.0
Bonsucesso;2;0;0;75;750.0;365.0;0.0
Madureira;3;1;0;96;1400.0;550.0;50.0
Leblon;3;2;1;135;7000.0;1580.0;530.0
Copacabana;3;1;1;138;4800.0;1400.0;300.0
Pechincha;2;1;0;58;1100.0;460.0;14.0
Leblon;3;0;0;80;3500.0;945.0;249.0
Leblon;4;2;2;450;22500.0;3500.0;0.0
Méier;3;2;1;110;1800.0;1180.0;190.0
Ipanema;2;2;2;169;12800.0;5855.0;700.0
Copacabana;3;1;1;120;4300.0;750.0;245.0
Lagoa;3;1;1;190;13000.0;1452.0;0.0
Flamengo;2;1;1;100;2500.0;970.0;153.0
Copacabana;2;1;0;68;2600.0;671.0;0.0
Copacabana;3;0;0;110;3300.0;800.0;130.0
Laranjeiras;3;1;0;120;2800.0;1100.0;0.0
Cachambi;2;1;0;56;800.0;475.0;14.0
Leblon;3;4;3;320;30000.0;5141.0;1639.0
Barra da Tijuca;4;3;1;348;20000.0;3700.0;19500.0
Higienópolis;2;1;0;68;1200.0;380.0;0.0
Freguesia (Jacarepaguá);2;1;0;70;1000.0;700.0;11.0
Barra da Tijuca;3;2;1;135;3200.0;2190.0;0.0
Recreio dos Bandeirantes;2;1;1;62;1200.0;885.0;0.0
Jardim Botânico;3;2;1;115;4000.0;1200.0;300.0
Méier;3;1;0;113;1900.0;559.0;152.0
Copacabana;2;2;2;90;10000.0;3352.0;386.0
Recreio dos Bandeirantes;2;1;1;76;2000.0;817.0;0.0
Copacabana;2;0;0;80;3650.0;680.0;75.0
Ipanema;1;0;0;40;2100.0;430.0;124.0
Barra da Tijuca;3;2;1;119;3400.0;1927.0;0.0
Barra da Tijuca;2;2;1;60;1800.0;1224.0;202.0
Copacabana;1;0;0;40;1800.0;483.0;0.0
Barra da Tijuca;4;0;2;400;7500.0;1785.0;925.0
Leblon;3;0;0;113;3500.0;650.0;310.0
Ipanema;3;1;1;130;6500.0;1800.0;450.0
Leblon;4;2;1;133;5800.0;2384.0;0.0
Vila Isabel;2;1;0;72;1500.0;780.0;76.0
Catete;1;0;0;45;1800.0;495.0;25.0
Ipanema;3;1;1;168;6500.0;2163.0;0.0
Recreio dos Bandeirantes;3;2;2;242;6000.0;1569.0;0.0
Ipanema;4;1;3;200;7999.0;2400.0;340.0
Freguesia (Jacarepaguá);2;1;1;62;1600.0;561.0;390.0
Ipanema;3;1;1;133;5900.0;1750.0;463.0
Pechincha;2;1;1;59;1100.0;426.0;0.0
Barra da Tijuca;3;2;1;113;3250.0;1650.0;180.0
Copacabana;1;0;0;42;3000.0;560.0;0.0
Recreio dos Bandeirantes;3;2;1;112;2200.0;860.0;280.0
Penha;2;0;0;80;700.0;360.0;0.0
Recreio dos Bandeirantes;3;1;1;84;2500.0;700.0;20.0
Jacarepaguá;2;1;0;60;1500.0;330.0;0.0
Ipanema;2;1;0;70;3000.0;950.0;205.0
Ipanema;3;1;2;250;10000.0;2000.0;850.0
Copacabana;4;1;2;344;18000.0;3400.0;10500.0
Lagoa;1;1;0;75;2100.0;1250.0;341.0
Barra da Tijuca;2;1;1;76;2100.0;1400.0;90.0
Leblon;2;2;1;160;7500.0;3265.0;1145.0
Copacabana;5;2;3;380;9000.0;1500.0;680.0
Bonsucesso;3;1;1;70;1700.0;470.0;0.0
Leblon;2;0;1;52;3300.0;940.0;148.0
Ipanema;2;0;0;80;3000.0;850.0;150.0
Tijuca;2;1;1;78;2199.0;587.0;0.0
Laranjeiras;3;1;0;96;2700.0;805.0;0.0
Barra da Tijuca;3;2;1;120;5900.0;3000.0;750.0
Recreio dos Bandeirantes;3;3;3;190;3500.0;663.0;0.0
Todos os Santos;2;0;0;70;1300.0;240.0;0.0
Laranjeiras;2;1;0;81;2100.0;1229.0;0.0
Barra da Tijuca;2;1;1;97;3200.0;1477.0;0.0
Tijuca;2;1;1;74;1500.0;880.0;0.0
Copacabana;1;0;1;33;1400.0;501.0;0.0
Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0
Ipanema;2;1;1;90;7000.0;2200.0;380.0
São Conrado;2;1;0;60;2200.0;811.0;151.0
Maracanã;2;1;1;50;1100.0;850.0;0.0
Humaitá;2;0;1;78;3000.0;570.0;92.0
Barra da Tijuca;5;3;5;231;15000.0;2400.0;470.0
Tijuca;2;1;1;75;1800.0;700.0;0.0
Ipanema;3;1;2;91;18000.0;1500.0;400.0
Copacabana;4;1;0;320;3500.0;2100.0;580.0
Barra da Tijuca;2;1;1;80;2600.0;1385.0;187.0
Leblon;3;2;1;98;5700.0;1980.0;550.0
Ipanema;4;1;3;200;8000.0;2500.0;480.0
Botafogo;2;1;1;86;2900.0;950.0;0.0
Barra da Tijuca;4;3;4;356;12000.0;4200.0;1708.0
Barra da Tijuca;1;1;0;65;2800.0;1100.0;250.0
Copacabana;3;2;1;156;5000.0;1544.0;320.0
Barra da Tijuca;2;1;1;68;2500.0;1100.0;150.0
Leblon;4;2;2;225;16000.0;5000.0;6500.0
Leblon;3;1;0;100;4500.0;1390.0;250.0
Copacabana;3;0;1;110;3000.0;1400.0;100.0
Barra da Tijuca;2;1;1;100;2400.0;927.0;0.0
Botafogo;3;1;1;101;5550.0;1600.0;270.0
Riachuelo;2;0;0;80;1000.0;485.0;0.0
Copacabana;3;0;0;110;2700.0;1000.0;25.0
Barra da Tijuca;3;2;1;100;2500.0;1520.0;350.0
Freguesia (Jacarepaguá);2;0;0;60;1300.0;200.0;346.0
Península;3;2;1;133;4500.0;2025.0;300.0
Botafogo;2;1;0;64;3500.0;917.0;152.0
Ipanema;1;1;0;45;4000.0;2425.0;271.0
Méier;2;0;0;54;1000.0;400.0;16.0
Tijuca;3;0;0;92;2000.0;831.0;0.0
Copacabana;1;0;0;45;1400.0;737.0;56.0
Copacabana;4;1;0;320;4500.0;1980.0;520.0
Centro;1;0;0;31;850.0;560.0;115.0
Gávea;1;1;1;79;3600.0;984.0;258.0
Jardim Botânico;3;1;0;80;3800.0;1050.0;0.0
Todos os Santos;2;0;0;60;1100.0;370.0;20.0
Barra da Tijuca;5;3;3;365;10000.0;1650.0;750.0
Barra da Tijuca;4;2;1;140;3800.0;1660.0;317.0
Botafogo;2;1;1;90;3500.0;1100.0;0.0
Centro;1;0;0;41;1100.0;390.0;24.0
Ipanema;4;2;3;350;25000.0;6200.0;13301.0
Botafogo;3;2;1;125;5900.0;1300.0;2880.0
Copacabana;2;1;0;66;2500.0;830.0;90.0
Copacabana;4;1;1;200;8500.0;2200.0;2500.0
Botafogo;3;2;1;120;3650.0;1591.0;250.0
Botafogo;2;1;1;71;3500.0;875.0;0.0
Campo Grande;3;1;0;77;1300.0;430.0;36.0
Copacabana;2;0;0;80;2800.0;459.0;177.0
Barra da Tijuca;2;2;1;105;5500.0;1950.0;520.0
Tijuca;3;0;1;126;2800.0;800.0;196.0
Ipanema;3;1;1;110;12000.0;1870.0;0.0
Ipanema;2;0;0;80;3200.0;720.0;198.0
Barra da Tijuca;3;1;2;120;8000.0;1840.0;0.0
Freguesia (Jacarepaguá);2;0;0;54;1200.0;300.0;0.0
Vila Kosmos;2;0;0;50;900.0;250.0;0.0
Barra da Tijuca;4;3;2;400;7500.0;1785.0;922.0
Leblon;4;2;1;230;9500.0;3300.0;780.0
Centro;2;0;0;62;1500.0;440.0;21.0
Leblon;3;1;1;116;6800.0;1421.0;321.0
Barra da Tijuca;1;1;1;70;2150.0;1136.0;260.0
Leblon;3;0;0;115;3800.0;1020.0;240.0
Recreio dos Bandeirantes;4;2;1;158;3800.0;1300.0;250.0
Senador Vasconcelos;1;1;1;40;850.0;180.0;0.0
Campo Grande;2;1;1;66;1400.0;485.0;20.0
Botafogo;2;1;0;74;2900.0;950.0;140.0
Jacarepaguá;2;1;1;72;1500.0;762.0;20.0
Copacabana;2;0;1;65;5000.0;1000.0;90.0
Barra da Tijuca;3;3;3;127;5500.0;2300.0;672.0
Copacabana;2;0;0;75;2900.0;850.0;150.0
Recreio dos Bandeirantes;3;3;3;230;3800.0;628.0;6095.0
Ipanema;4;2;4;240;15000.0;3500.0;902.0
Botafogo;3;2;1;130;4200.0;1357.0;326.0
Lins de Vasconcelos;2;1;1;52;800.0;499.0;35.0
Tijuca;2;1;1;119;2500.0;1200.0;0.0
Barra da Tijuca;3;2;1;112;2950.0;1433.0;333.0
Copacabana;1;0;0;28;1800.0;750.0;0.0
Botafogo;2;1;1;74;3000.0;915.0;85.0
Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0
Copacabana;3;1;1;100;3900.0;1506.0;0.0
Copacabana;3;1;0;130;4200.0;896.0;258.0
Jardim Botânico;4;2;1;190;7500.0;1757.0;0.0
Barra da Tijuca;1;1;0;45;1700.0;1252.0;213.0
Recreio dos Bandeirantes;2;1;1;74;2100.0;543.0;157.0
Flamengo;1;0;0;50;1950.0;590.0;68.0
Leblon;2;1;0;97;4800.0;1005.0;195.0
Copacabana;2;0;0;70;2100.0;777.0;160.0
Ipanema;3;1;0;120;4800.0;1230.0;270.0
São Conrado;3;2;1;155;4800.0;2050.0;450.0
Barra da Tijuca;3;2;2;250;5000.0;1330.0;700.0
Jardim Botânico;1;1;0;40;2000.0;300.0;0.0
Méier;1;1;0;54;1200.0;534.0;10.0
Barra da Tijuca;3;0;1;112;3600.0;1754.0;2320.0
Barra da Tijuca;1;1;0;64;2200.0;1278.0;0.0
Botafogo;3;1;1;110;3000.0;800.0;100.0
Barra da Tijuca;2;1;2;110;5450.0;2600.0;500.0
Copacabana;3;1;0;120;3650.0;1300.0;155.0
Barra da Tijuca;2;2;1;110;5000.0;2300.0;650.0
Barra da Tijuca;2;1;0;52;2100.0;698.0;860.0
Copacabana;3;1;0;95;3250.0;986.0;0.0
Maracanã;2;1;1;75;2200.0;820.0;98.0
Recreio dos Bandeirantes;3;2;2;126;3000.0;420.0;310.0
Flamengo;1;0;0;38;1200.0;640.0;55.0
Tanque;3;1;1;75;1400.0;650.0;0.0
Tijuca;2;1;1;116;2600.0;850.0;0.0
Recreio dos Bandeirantes;2;0;1;86;1500.0;468.0;155.0
Tijuca;3;1;0;129;1600.0;850.0;116.0
Tijuca;1;0;1;62;1800.0;550.0;0.0
Barra da Tijuca;4;4;1;330;20000.0;4845.0;1457.0
Recreio dos Bandeirantes;2;2;1;88;2000.0;706.0;168.0
Barra da Tijuca;2;1;0;59;1600.0;660.0;50.0
Padre Miguel;2;0;0;50;700.0;30.0;0.0
Copacabana;3;1;0;330;5500.0;2300.0;0.0
Tijuca;2;1;1;70;1300.0;1250.0;100.0
Botafogo;3;1;1;105;5800.0;1353.0;281.0
Tijuca;2;0;0;61;1500.0;640.0;5490.0
Vila da Penha;2;1;0;72;1300.0;700.0;100.0
Tijuca;2;0;0;80;1200.0;580.0;0.0
Leblon;4;2;1;179;5500.0;3990.0;485.0
Barra da Tijuca;2;2;2;85;4000.0;2100.0;389.0
Barra da Tijuca;4;3;4;231;15000.0;2604.0;472.0
Tijuca;3;2;1;92;1900.0;900.0;0.0
Copacabana;4;0;0;200;4800.0;1700.0;314.0
Ipanema;3;2;1;160;8000.0;2200.0;0.0
Recreio dos Bandeirantes;2;1;1;79;1800.0;610.0;150.0
Botafogo;3;1;0;112;3000.0;1228.0;163.0
Madureira;1;1;0;60;650.0;220.0;0.0
Copacabana;1;0;0;38;1300.0;482.0;0.0
Leblon;3;1;1;130;6000.0;2600.0;390.0
Barra da Tijuca;2;0;1;85;2500.0;2000.0;299.0
Vila da Penha;1;1;0;48;1100.0;150.0;0.0
Grajaú;2;1;0;60;1300.0;879.0;72.0
Centro;1;0;0;34;1000.0;600.0;129.0
Leblon;3;1;1;81;3500.0;1212.0;295.0
Ipanema;3;1;0;97;4000.0;1157.0;0.0
Glória;1;1;0;75;1900.0;800.0;188.0
Leme;3;1;0;240;9200.0;1980.0;608.0
Leblon;2;2;1;120;5500.0;1300.0;430.0
Engenho Novo;2;1;0;42;750.0;365.0;0.0
Lagoa;3;4;3;240;7000.0;3200.0;650.0
Copacabana;3;1;1;130;5000.0;1100.0;0.0
Leblon;4;2;2;300;25000.0;2600.0;500.0
Recreio dos Bandeirantes;3;2;2;120;4000.0;1150.0;1500.0
Lagoa;3;2;1;250;9000.0;1900.0;580.0
Cachambi;2;2;0;60;1300.0;630.0;74.0
Rocha;2;0;0;67;900.0;226.0;16.0
Barra da Tijuca;3;2;2;100;2800.0;1400.0;210.0
Barra da Tijuca;1;0;0;60;1300.0;1695.0;247.0
Barra da Tijuca;3;2;2;170;4900.0;2060.0;510.0
Vila Isabel;2;1;0;67;1200.0;450.0;97.0
Lagoa;2;1;1;160;7000.0;1630.0;507.0
Botafogo;1;1;0;60;2000.0;750.0;89.0
Quintino Bocaiúva;2;1;0;58;690.0;420.0;0.0
Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0
Grajaú;2;1;1;70;1700.0;840.0;24.0
Copacabana;1;0;1;48;2200.0;509.0;18.0
Barra da Tijuca;2;1;1;60;2900.0;2610.0;433.0
Ipanema;2;1;2;95;8300.0;3280.0;0.0
Ipanema;3;0;0;85;4000.0;640.0;162.0
Curicica;2;1;0;46;1000.0;505.0;51.0
Recreio dos Bandeirantes;3;2;1;90;1790.0;790.0;320.0
Barra da Tijuca;4;3;4;346;25000.0;2965.0;2254.0
Barra da Tijuca;3;2;1;236;5000.0;1200.0;8000.0
Barra da Tijuca;2;1;1;84;2200.0;1736.0;260.0
Flamengo;3;0;0;100;2200.0;720.0;193.0
Flamengo;3;1;2;160;3800.0;900.0;129.0
Lagoa;3;1;1;110;4500.0;1200.0;200.0
Maria da Graça;2;0;1;50;1200.0;521.0;0.0
Copacabana;2;0;0;82;2850.0;650.0;150.0
Barra da Tijuca;3;1;1;90;1800.0;930.0;234.0
Recreio dos Bandeirantes;2;0;1;91;1900.0;1102.0;150.0
Lagoa;2;0;0;59;3500.0;900.0;193.0
Lagoa;3;2;3;125;4890.0;1750.0;435.0
Copacabana;1;0;0;30;1500.0;500.0;40.0
Barra da Tijuca;4;2;2;133;3500.0;1600.0;260.0
Leblon;2;0;0;94;6000.0;1200.0;275.0
Tijuca;2;0;0;67;1600.0;566.0;51.0
Flamengo;3;0;3;300;6500.0;1450.0;300.0
Jacarepaguá;3;1;1;85;2200.0;600.0;60.0
Barra da Tijuca;2;1;0;80;2300.0;980.0;172.0
Recreio dos Bandeirantes;4;4;1;400;5000.0;800.0;3500.0
Ipanema;5;4;4;354;25000.0;4436.0;2473.0
Laranjeiras;3;1;1;147;5300.0;1100.0;1976.0
Botafogo;3;0;0;85;2500.0;304.0;0.0
Barra da Tijuca;4;3;2;420;5900.0;3400.0;19000.0
Vila Isabel;2;2;0;145;2500.0;1335.0;199.0
Ipanema;4;1;1;220;12000.0;2300.0;1800.0
Irajá;3;0;0;73;900.0;270.0;0.0
Tijuca;2;1;0;160;2500.0;1150.0;0.0
Botafogo;2;1;2;85;4650.0;1300.0;200.0
Ipanema;4;1;2;200;10000.0;2800.0;745.0
Vila Isabel;3;0;1;199;3360.0;450.0;370.0
Ipanema;4;2;2;156;18000.0;3300.0;581.0
Flamengo;3;1;0;250;5000.0;1550.0;50.0
Recreio dos Bandeirantes;3;2;1;135;3500.0;1100.0;0.0
Ipanema;2;0;0;80;3200.0;630.0;120.0
Lagoa;4;2;1;170;4000.0;1900.0;370.0
Botafogo;3;2;1;130;15000.0;1150.0;306.0
Lagoa;3;1;1;116;4500.0;1464.0;0.0
Copacabana;3;1;1;130;3200.0;1577.0;225.0
Copacabana;1;0;1;37;1500.0;1670.0;0.0
Grajaú;2;1;1;75;1400.0;700.0;132.0
Laranjeiras;3;1;1;130;4000.0;1400.0;212.0
Copacabana;1;0;0;22;1700.0;840.0;30.0
Jacarepaguá;2;1;1;70;1100.0;829.0;0.0
Copacabana;3;1;3;130;8000.0;1179.0;190.0
Copacabana;4;1;2;236;7500.0;2300.0;800.0
Copacabana;2;1;1;81;2300.0;1083.0;0.0
Recreio dos Bandeirantes;2;2;1;99;1750.0;900.0;170.0
Copacabana;4;2;1;310;20000.0;2100.0;1000.0
Barra da Tijuca;2;1;1;84;2500.0;1700.0;266.0
Santa Teresa;1;0;0;50;1500.0;60.0;100.0
Vila Valqueire;2;2;1;60;1600.0;300.0;36.0
Barra da Tijuca;2;1;1;90;3000.0;630.0;0.0
São Conrado;4;3;2;200;5500.0;3837.0;11600.0
Barra da Tijuca;3;2;1;107;3700.0;1490.0;306.0
Botafogo;3;1;1;102;4500.0;1400.0;200.0
São Conrado;4;3;4;390;15000.0;5900.0;0.0
Olaria;2;1;0;100;1100.0;200.0;0.0
Leblon;3;1;1;150;5000.0;900.0;0.0
Tijuca;3;2;1;110;1900.0;1027.0;0.0
Flamengo;4;1;1;270;8000.0;1550.0;660.0
Recreio dos Bandeirantes;3;1;3;91;2100.0;473.0;0.0
São Conrado;2;2;1;100;10000.0;2100.0;482.0
Leme;3;0;1;124;3000.0;1000.0;264.0
Estácio;1;1;0;50;1200.0;240.0;15.0
Leme;2;0;0;75;2700.0;878.0;0.0
Barra da Tijuca;3;2;1;223;7900.0;2300.0;557.0
Botafogo;3;1;1;101;5100.0;1310.0;256.0
Barra da Tijuca;3;1;1;90;2500.0;1300.0;98.0
Campo Grande;2;0;1;68;1100.0;456.0;0.0
Recreio dos Bandeirantes;4;3;3;190;3400.0;800.0;0.0
Laranjeiras;3;1;0;100;3800.0;950.0;0.0
Recreio dos Bandeirantes;3;2;1;85;1600.0;900.0;159.0
Centro;1;0;0;38;800.0;383.0;0.0
Ipanema;3;1;1;140;8000.0;1750.0;440.0
Ipanema;2;2;1;90;10300.0;4300.0;350.0
Ipanema;2;2;1;75;5500.0;2700.0;290.0
Barra da Tijuca;3;2;1;86;2500.0;1100.0;269.0
Copacabana;3;1;0;140;3700.0;1424.0;329.0
Jardim Carioca;3;2;1;110;2300.0;616.0;150.0
Ipanema;4;2;2;350;19000.0;2380.0;525.0
Barra da Tijuca;1;1;0;79;1900.0;2127.0;239.0
Copacabana;1;1;1;41;2500.0;554.0;67.0
Pechincha;3;2;2;152;1900.0;1151.0;1992.0
Barra da Tijuca;3;2;1;115;3700.0;1350.0;413.0
Copacabana;1;0;0;35;1900.0;481.0;0.0
Lagoa;2;1;1;94;3200.0;850.0;267.0
Freguesia (Jacarepaguá);3;2;3;116;1700.0;1120.0;212.0
São Conrado;2;1;1;75;2200.0;1200.0;220.0
Tijuca;2;1;0;75;1500.0;638.0;0.0
Laranjeiras;4;1;1;170;5000.0;1490.0;237.0
Barra da Tijuca;3;2;1;127;5900.0;2460.0;789.0
Pechincha;2;1;0;96;1500.0;500.0;814.0
Ipanema;2;0;0;70;2900.0;900.0;150.0
São Conrado;2;1;1;85;3300.0;1350.0;260.0
Barra da Tijuca;5;3;3;436;15000.0;1700.0;11900.0
Taquara;3;1;1;71;1600.0;500.0;0.0
Barra da Tijuca;1;0;1;72;1500.0;1050.0;230.0
Copacabana;1;1;0;60;2900.0;1200.0;0.0
Tijuca;3;2;1;85;1800.0;757.0;65.0
São Conrado;4;3;2;192;5500.0;3525.0;11662.0
Itanhangá;2;1;0;65;1000.0;490.0;10.0
Camorim;2;1;0;55;1500.0;42927.0;5140.0
Botafogo;3;1;1;101;5100.0;1300.0;270.0
Barra da Tijuca;3;3;3;220;6200.0;2220.0;500.0
Laranjeiras;3;1;1;116;3800.0;975.0;212.0
Ipanema;3;3;1;306;18000.0;3227.0;1400.0
São Conrado;3;1;1;166;4500.0;2212.0;0.0
Freguesia (Ilha do Governador);1;0;1;70;1500.0;150.0;0.0
Leblon;4;2;1;210;10000.0;1780.0;700.0
Ipanema;3;1;2;250;11000.0;3100.0;1000.0
Barra da Tijuca;3;3;3;150;5100.0;1100.0;537.0
Ipanema;1;0;0;36;1500.0;642.0;0.0
Leblon;4;2;2;150;12490.0;2300.0;560.0
Copacabana;2;1;1;148;4600.0;700.0;0.0
Santa Teresa;2;0;0;50;1850.0;290.0;0.0
Pechincha;2;1;0;59;950.0;365.0;36.0
Recreio dos Bandeirantes;3;2;1;105;2300.0;842.0;0.0
Leblon;2;1;2;120;10000.0;1271.0;290.0
Copacabana;2;0;0;76;3500.0;800.0;0.0
Copacabana;1;0;0;51;1600.0;550.0;75.0
Flamengo;2;1;1;88;2800.0;700.0;0.0
Santa Teresa;1;0;0;36;1300.0;180.0;14.0
Barra da Tijuca;3;2;1;120;2900.0;1280.0;390.0
Botafogo;7;2;4;256;12000.0;2200.0;255.0
Leblon;2;2;2;162;10000.0;3250.0;6400.0
Recreio dos Bandeirantes;3;0;1;102;2500.0;895.0;180.0
Flamengo;5;1;1;240;6000.0;2200.0;701.0
Maracanã;2;1;1;83;2800.0;730.0;108.0
Leblon;3;2;1;179;5000.0;3990.0;0.0
Barra da Tijuca;3;2;1;120;4800.0;2600.0;500.0
Barra da Tijuca;4;3;4;300;12000.0;4000.0;815.0
Leblon;4;2;2;250;17000.0;5000.0;620.0
Copacabana;1;0;0;50;2500.0;450.0;0.0
Barra da Tijuca;2;1;1;63;2700.0;1250.0;350.0
Barra da Tijuca;2;2;1;105;4500.0;1850.0;667.0
Vila Isabel;2;1;0;65;1550.0;340.0;21.0
Botafogo;2;1;1;90;4500.0;940.0;1894.0
Barra da Tijuca;3;3;3;160;8500.0;2300.0;350.0
Barra da Tijuca;4;3;3;245;14000.0;4000.0;0.0
Lagoa;2;1;1;82;3000.0;1000.0;3400.0
Barra da Tijuca;3;2;1;110;4500.0;1100.0;550.0
Copacabana;2;0;0;72;2100.0;1250.0;140.0
Barra da Tijuca;4;3;4;296;9000.0;4500.0;8124.0
Barra da Tijuca;2;1;1;70;2400.0;1100.0;130.0
Leblon;4;2;1;352;10000.0;3340.0;1327.0
Lagoa;4;3;3;270;16000.0;3800.0;1400.0
Magalhães Bastos;2;1;0;70;900.0;400.0;0.0
Méier;3;1;2;89;1100.0;740.0;109.0
Glória;1;0;1;35;2500.0;520.0;25.0
Vila Isabel;2;0;0;77;1400.0;650.0;400.0
Ipanema;4;2;1;260;14700.0;3600.0;0.0
Copacabana;2;0;0;110;3000.0;800.0;159.0
Barra da Tijuca;3;2;1;125;4500.0;1753.0;299.0
Tijuca;2;1;0;65;1600.0;320.0;0.0
Barra da Tijuca;2;1;1;85;1800.0;1297.0;107.0
Ipanema;2;0;0;70;3700.0;680.0;0.0
Flamengo;2;1;1;99;2750.0;1400.0;150.0
Catete;2;0;0;70;1750.0;750.0;80.0
Barra da Tijuca;1;1;0;57;1900.0;1500.0;310.0
Botafogo;2;1;1;83;3300.0;1094.0;255.0
Copacabana;3;1;0;140;3700.0;1350.0;329.0
Lagoa;4;3;1;240;7300.0;2700.0;800.0
Barra da Tijuca;1;1;1;70;2100.0;1136.0;260.0
Barra da Tijuca;3;2;1;90;3000.0;1150.0;211.0
Copacabana;1;0;0;44;1600.0;424.0;24.0
Ipanema;3;1;1;177;10000.0;4600.0;0.0
Bonsucesso;2;0;0;70;1000.0;465.0;0.0
Laranjeiras;3;1;0;119;3000.0;1050.0;185.0
Flamengo;4;1;1;220;5300.0;1305.0;315.0
Catete;2;1;1;75;2300.0;725.0;115.0
Barra da Tijuca;2;1;1;64;2000.0;1023.0;174.0
Leblon;2;2;1;117;7000.0;2750.0;0.0
Recreio dos Bandeirantes;2;1;1;80;1800.0;890.0;129.0
Madureira;3;1;1;60;1200.0;460.0;0.0
Barra da Tijuca;4;3;3;550;24000.0;8000.0;2000.0
Flamengo;2;0;0;75;2000.0;600.0;80.0
Leblon;3;2;1;170;7300.0;2340.0;540.0
Barra da Tijuca;3;2;3;116;4200.0;1550.0;370.0
Pechincha;3;1;1;75;1500.0;590.0;0.0
Copacabana;2;0;0;80;2700.0;620.0;150.0
Ipanema;3;2;1;160;6300.0;2200.0;495.0
Copacabana;2;1;1;70;3000.0;850.0;120.0
Freguesia (Jacarepaguá);2;1;0;50;880.0;297.0;14.0
Botafogo;3;2;1;130;3000.0;1210.0;0.0
Vila Isabel;2;0;0;74;1450.0;240.0;22.0
Engenho de Dentro;2;0;0;60;1000.0;410.0;13.0
Copacabana;3;1;1;95;2200.0;1330.0;169.0
Lagoa;3;3;2;250;14000.0;3500.0;980.0
Méier;3;0;0;70;1400.0;310.0;38.0
Lins de Vasconcelos;2;1;0;110;1350.0;355.0;67.0
Laranjeiras;2;1;1;76;2700.0;985.0;0.0
Leblon;4;1;2;160;11000.0;2804.0;0.0
Maracanã;2;1;1;106;1900.0;621.0;146.0
Barra da Tijuca;2;1;1;72;1400.0;700.0;57.0
Ramos;2;1;0;69;900.0;250.0;0.0
Todos os Santos;2;0;0;101;1350.0;650.0;106.0
Leme;2;0;1;100;7000.0;650.0;90.0
Centro;1;0;0;45;1700.0;300.0;25.0
